Source,Type,Target,Weight
osman,Undirected,roxelane,3
osman,Undirected,soliman,2
osman,Undirected,le-prince,2
osman,Undirected,zeangir,1
roxelane,Undirected,zeangir,4
roxelane,Undirected,soliman,5
roxelane,Undirected,le-prince,2
zeangir,Undirected,azemire,4
zeangir,Undirected,le-prince,7
zeangir,Undirected,achmet,1
zeangir,Undirected,soliman,5
azemire,Undirected,felime,1
azemire,Undirected,le-prince,2
azemire,Undirected,achmet,1
le-prince,Undirected,achmet,2
le-prince,Undirected,soliman,5
soliman,Undirected,ali,1
