Source,Type,Target,Weight
madame-duru,Undirected,le-marquis,6
madame-duru,Undirected,erise,5
madame-duru,Undirected,damis,4
madame-duru,Undirected,marthe,4
madame-duru,Undirected,monsieur-gripon,2
madame-duru,Undirected,monsieur-duru,1
le-marquis,Undirected,erise,6
le-marquis,Undirected,damis,4
le-marquis,Undirected,monsieur-gripon,2
le-marquis,Undirected,marthe,3
le-marquis,Undirected,monsieur-duru,3
erise,Undirected,damis,4
erise,Undirected,monsieur-gripon,2
erise,Undirected,marthe,3
erise,Undirected,monsieur-duru,2
damis,Undirected,monsieur-gripon,4
damis,Undirected,marthe,3
damis,Undirected,monsieur-duru,2
marthe,Undirected,monsieur-gripon,2
marthe,Undirected,monsieur-duru,3
monsieur-gripon,Undirected,monsieur-duru,4
