Source,Type,Target,Weight
jodelet,Undirected,hauteroche,3
jodelet,Undirected,chevalier,2
jodelet,Undirected,la-fleur,1
jodelet,Undirected,silvanire,1
jodelet,Undirected,la-roque,1
hauteroche,Undirected,chevalier,4
hauteroche,Undirected,la-roque,3
hauteroche,Undirected,polixene,2
hauteroche,Undirected,aminte,1
hauteroche,Undirected,silvanire,2
hauteroche,Undirected,la-fleur,2
chevalier,Undirected,la-roque,3
chevalier,Undirected,polixene,2
chevalier,Undirected,aminte,1
chevalier,Undirected,silvanire,2
chevalier,Undirected,la-fleur,1
la-roque,Undirected,polixene,2
la-roque,Undirected,aminte,1
la-roque,Undirected,silvanire,2
la-roque,Undirected,la-fleur,2
polixene,Undirected,aminte,1
polixene,Undirected,silvanire,1
aminte,Undirected,silvanire,1
silvanire,Undirected,la-fleur,1
clomire,Undirected,selvage,1
clomire,Undirected,forestan,1
clomire,Undirected,dafnis,2
clomire,Undirected,filene,2
clomire,Undirected,dorise,1
selvage,Undirected,forestan,2
selvage,Undirected,montan,1
selvage,Undirected,dorise,1
selvage,Undirected,filene,1
forestan,Undirected,montan,1
forestan,Undirected,dorise,1
forestan,Undirected,filene,1
dorise,Undirected,montan,2
dorise,Undirected,filene,2
dorise,Undirected,dafnis,1
montan,Undirected,filene,1
filene,Undirected,dafnis,4
isabelle,Undirected,marine,5
isabelle,Undirected,tersandre,3
isabelle,Undirected,panfile,2
isabelle,Undirected,ragotin,2
isabelle,Undirected,le-docteur,1
marine,Undirected,panfile,3
marine,Undirected,tersandre,3
marine,Undirected,ragotin,2
marine,Undirected,le-docteur,1
panfile,Undirected,tersandre,2
panfile,Undirected,ragotin,2
panfile,Undirected,le-docteur,1
tersandre,Undirected,ragotin,2
tersandre,Undirected,le-docteur,1
ragotin,Undirected,le-docteur,1
clorinde,Undirected,tancrede,2
clorinde,Undirected,arsace,3
clorinde,Undirected,hermine,1
clorinde,Undirected,arimon,1
tancrede,Undirected,arsace,2
tancrede,Undirected,hermine,1
tancrede,Undirected,arimon,1
arsace,Undirected,hermine,1
armide,Undirected,l-ombre,1
armide,Undirected,l-amour,1
armide,Undirected,renaud,1
l-ombre,Undirected,renaud,1
l-ombre,Undirected,agis,1
renaud,Undirected,agis,1
renaud,Undirected,un-triton,1
renaud,Undirected,une-sirene,1
un-triton,Undirected,une-sirene,1
