Source,Type,Target,Weight
mathurine,Undirected,colette,6
mathurine,Undirected,madame-thomas,3
mathurine,Undirected,le-magister,1
mathurine,Undirected,lucas,3
mathurine,Undirected,valere,1
mathurine,Undirected,arlequin,1
colette,Undirected,le-magister,2
colette,Undirected,valere,2
colette,Undirected,lucas,3
colette,Undirected,madame-thomas,2
colette,Undirected,arlequin,1
madame-thomas,Undirected,lucas,4
madame-thomas,Undirected,le-magister,1
madame-thomas,Undirected,monsieur-griffart,1
madame-thomas,Undirected,valere,1
madame-thomas,Undirected,arlequin,1
lucas,Undirected,arlequin,3
lucas,Undirected,valere,2
le-magister,Undirected,monsieur-griffart,2
valere,Undirected,arlequin,2
