Source,Type,Target,Weight
le-comte,Undirected,figaro,11
le-comte,Undirected,rosine,11
le-comte,Undirected,bartholo,11
le-comte,Undirected,bazile,3
le-comte,Undirected,tous,1
le-comte,Undirected,le-notaire,2
le-comte,Undirected,l-alcade,1
figaro,Undirected,rosine,9
figaro,Undirected,bartholo,7
figaro,Undirected,bazile,3
figaro,Undirected,tous,1
figaro,Undirected,le-notaire,2
figaro,Undirected,l-alcade,1
rosine,Undirected,bartholo,13
rosine,Undirected,bazile,2
rosine,Undirected,tous,1
rosine,Undirected,le-notaire,1
rosine,Undirected,l-alcade,1
bartholo,Undirected,l-eveille,2
bartholo,Undirected,la-jeunesse,1
bartholo,Undirected,bazile,4
bartholo,Undirected,tous,1
bartholo,Undirected,le-notaire,1
bartholo,Undirected,l-alcade,1
l-eveille,Undirected,la-jeunesse,1
bazile,Undirected,tous,1
bazile,Undirected,le-notaire,2
bazile,Undirected,l-alcade,1
le-notaire,Undirected,l-alcade,1
