Source,Type,Target,Weight
le-roi,Undirected,araxe,4
le-roi,Undirected,philoclee,7
le-roi,Undirected,anaxaris,3
le-roi,Undirected,philoxene,3
le-roi,Undirected,berenice,2
le-roi,Undirected,clitie,1
le-roi,Undirected,cleophis,1
araxe,Undirected,berenice,3
araxe,Undirected,philoxene,4
araxe,Undirected,philoclee,2
araxe,Undirected,cleophis,1
berenice,Undirected,clitie,3
berenice,Undirected,philoclee,2
berenice,Undirected,philoxene,4
berenice,Undirected,anaxaris,2
berenice,Undirected,cleophis,1
clitie,Undirected,philoclee,1
philoclee,Undirected,anaxaris,6
philoclee,Undirected,hesione,2
philoclee,Undirected,philoxene,4
philoclee,Undirected,cleophis,1
philoxene,Undirected,anaxaris,2
philoxene,Undirected,iphite,1
philoxene,Undirected,cleophis,1
anaxaris,Undirected,iphite,4
