Source,Type,Target,Weight
trivelin,Undirected,monsieur-rhubarbini,3
trivelin,Undirected,arlequin,3
trivelin,Undirected,mario,2
trivelin,Undirected,spinette,1
trivelin,Undirected,flaminia,2
trivelin,Undirected,silvia,2
monsieur-rhubarbini,Undirected,flaminia,3
monsieur-rhubarbini,Undirected,spinette,2
monsieur-rhubarbini,Undirected,silvia,3
monsieur-rhubarbini,Undirected,mario,2
monsieur-rhubarbini,Undirected,arlequin,1
monsieur-rhubarbini,Undirected,un-musicien,1
silvia,Undirected,spinette,2
silvia,Undirected,arlequin,2
silvia,Undirected,flaminia,5
silvia,Undirected,mario,3
silvia,Undirected,un-musicien,1
spinette,Undirected,arlequin,2
spinette,Undirected,flaminia,3
spinette,Undirected,mario,1
spinette,Undirected,un-musicien,1
arlequin,Undirected,mario,2
arlequin,Undirected,un-musicien,1
arlequin,Undirected,ensemble,1
mario,Undirected,flaminia,3
mario,Undirected,un-musicien,1
