id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
lisette,Lisette,False,FEMALE,10,52,1081,10,33,0.8125,0.02991452991452991,0.2762791324779979
angelique,Angélique,False,FEMALE,8,26,478,11,27,0.8666666666666667,0.03774928774928774,0.30027613561252714
dorante,Dorante,False,MALE,4,35,691,10,18,0.8125,0.0014245014245014244,0.2923582749563212
merlin,Merlin,False,MALE,3,33,651,10,16,0.8125,0.0014245014245014244,0.2923582749563212
dorimene,Dorimène,False,FEMALE,11,53,807,13,47,1.0,0.12428774928774929,0.31962018694718974
topase,Topase,False,UNKNOWN,1,5,145,3,3,0.5652173913043478,0.0,0.0882882215927452
la-comtesse,La Comtesse,False,FEMALE,8,41,871,12,38,0.9285714285714286,0.062321937321937325,0.3117023262909838
clitandre,Clitandre,False,MALE,7,26,396,12,35,0.9285714285714286,0.062321937321937325,0.3117023262909838
un-laquais,Un Laquais,False,MALE,1,1,13,3,3,0.5652173913043478,0.0,0.09290395454958854
l-intendante,L Intendante,False,UNKNOWN,6,24,454,11,32,0.8666666666666667,0.02386039886039886,0.30337045252822953
le-caissier,Le Caissier,False,MALE,1,14,499,4,4,0.5909090909090909,0.0,0.12279096727147121
eraste,Eraste,False,MALE,4,15,243,10,24,0.8125,0.0014245014245014244,0.2923582749563212
le-marquis,Le Marquis,False,UNKNOWN,2,8,192,10,15,0.8125,0.0014245014245014244,0.2923582749563212
le-chevalier,Le Chevalier,False,UNKNOWN,1,16,221,9,9,0.7647058823529411,0.0,0.26758117891376815
