id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
monsieur,Monsieur,False,MALE,1,48,785,1,1,1,0,0.7071067811865476
madame,Madame,False,FEMALE,1,46,365,1,1,1,0,0.7071067811865476
