id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
dame-paque,Dame Pâque,False,FEMALE,7,38,756,6,16,0.6086956521739131,0.0021978021978021982,0.19270753793153084
maitre-bernard,Maître Bernard,False,MALE,11,83,2819,8,27,0.7,0.01703296703296704,0.2593924758239614
perillo,Perillo,False,MALE,9,70,1764,8,13,0.7,0.02857142857142857,0.25400103997383183
carmosine,Carmosine,False,FEMALE,11,113,3889,8,26,0.7,0.01703296703296704,0.2593924758239614
ser-vespasiano,Ser Vespasiano,False,MALE,8,74,1567,13,27,0.9333333333333333,0.14340659340659342,0.3710274895905171
minuccio,Minuccio,False,MALE,11,89,3532,13,32,0.9333333333333333,0.14340659340659342,0.3710274895905171
un-domestique,Un Domestique,False,UNKNOWN,1,1,6,5,5,0.5833333333333334,0.0,0.1665899718236746
l-officier,L Officier,False,UNKNOWN,2,2,31,3,3,0.5384615384615384,0.0,0.11415707313784185
le-roi,Le Roi,False,UNKNOWN,4,56,1347,10,16,0.7777777777777778,0.03296703296703297,0.3223446125481425
la-reine,La Reine,False,UNKNOWN,6,79,2337,11,20,0.8235294117647058,0.17582417582417584,0.3261885958559827
premiere-demoiselle,Premiere Demoiselle,False,UNKNOWN,1,8,76,7,7,0.6666666666666666,0.0,0.2428831471735564
deuxieme-demoiselle,Deuxieme Demoiselle,False,UNKNOWN,1,7,66,7,7,0.6666666666666666,0.0,0.2428831471735564
troisieme-demoiselle,Troisieme Demoiselle,False,UNKNOWN,1,5,50,7,7,0.6666666666666666,0.0,0.2428831471735564
les-demoiselles,Les Demoiselles,False,UNKNOWN,1,2,12,7,7,0.6666666666666666,0.0,0.2428831471735564
michel,Michel,False,MALE,1,4,12,1,1,0.4666666666666667,0.0,0.03738407864427149
