id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
mardi-gras,Mardi-Gras,False,MALE,1,4,315,1,1,1,0,0.7071067811865476
lord-careme,Lord Carême,False,MALE,1,4,532,1,1,1,0,0.7071067811865476
