id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
le-recitant,Le Récitant,False,MALE,1,1,284,0,0,0.0,0,2.697398304687405e-06
l-amant,L'Amant,False,MALE,1,100,1629,1,1,0.5,0,0.7071067811839751
l-amante,L'Amante,False,MALE,1,101,1155,1,1,0.5,0,0.7071067811839751
