id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
lisette,Lisette,False,FEMALE,16,57,1020,8,36,1.0,0.00510204081632653,0.34074955749202834
pietremise,Piétremise,False,MALE,10,63,793,8,30,1.0,0.00510204081632653,0.34074955749202834
madame-rissole,Madame Rissolé,False,FEMALE,10,63,972,8,36,1.0,0.00510204081632653,0.34074955749202834
lucrece,Lucrèce,False,FEMALE,7,18,256,8,32,1.0,0.00510204081632653,0.34074955749202834
suzon,Suzon,False,FEMALE,6,25,379,7,24,0.8888888888888888,0.0,0.30596419192685614
bazoche,Bazoche,False,MALE,4,27,452,8,15,1.0,0.00510204081632653,0.3407495574920283
saint-germain,Saint-Germain,False,MALE,13,77,1246,8,29,1.0,0.00510204081632653,0.34074955749202834
cleon,Cléon,False,MALE,14,50,643,8,32,1.0,0.00510204081632653,0.34074955749202834
elise,Elise,False,FEMALE,3,12,134,7,10,0.8888888888888888,0.0,0.30596419192685614
