id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
monsieur-degrantier,Monsieur Degrantier,False,MALE,10,88,936,9,16,1.0,0.7222222222222222,0.5762953088384729
monsieur-dupont,Monsieur Dupont,False,MALE,5,22,209,5,9,0.6923076923076923,0.06944444444444445,0.4218663165002915
delisle,Delisle,False,UNKNOWN,4,7,59,3,6,0.6,0.013888888888888888,0.2401677099271896
l-abbe,L Abbe,False,UNKNOWN,1,13,172,2,2,0.5625,0.0,0.20060175227993415
monsieur-despres,Monsieur Després,False,MALE,1,10,95,2,2,0.5625,0.0,0.24524350182144572
madame-devillemare,Madame Devillemare,False,FEMALE,1,21,256,2,2,0.5625,0.0,0.20060175227993415
monsieur-demerin,Monsieur Demérin,False,MALE,1,7,63,1,1,0.5294117647058824,0.0,0.14159320980824214
dubois,Dubois,False,MALE,1,7,75,3,3,0.6,0.0,0.3251249649372703
lafond,Lafond,False,MALE,1,1,5,3,3,0.6,0.0,0.3251249649372703
monsieur-hochepot,Monsieur Hochepot,False,MALE,1,1,3,2,2,0.5625,0.0,0.24524350182144572
