id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
mariane,Mariane,False,FEMALE,15,83,1541,8,35,0.8333333333333334,0.018148148148148146,0.3496830286864389
dorante,Dorante,False,MALE,9,40,902,7,24,0.7692307692307693,0.008888888888888889,0.3149034868008549
angelique,Angélique,False,FEMALE,12,67,795,8,31,0.8333333333333334,0.018148148148148146,0.3496830286864389
madame-argant,Madame Argant,False,UNKNOWN,11,82,1531,7,26,0.7692307692307693,0.003703703703703704,0.3193842493996571
laurette,Laurette,False,FEMALE,18,69,1761,10,40,1.0,0.1959259259259259,0.37638161984878243
la-marquise,La Marquise,False,FEMALE,8,44,942,6,15,0.7142857142857143,0.022222222222222223,0.25497653644508544
le-chevalier,Le Chevalier Valère,False,MALE,29,160,4569,9,48,0.9090909090909091,0.07370370370370372,0.36566006425777225
un-laquais,Un Laquais,False,MALE,1,1,8,3,3,0.5882352941176471,0.0,0.13445202751575233
un-commis,Un Commis,False,MALE,2,7,184,2,2,0.5555555555555556,0.0,0.09022623821237093
rapin,Rapin,False,MALE,8,78,2135,7,13,0.7692307692307693,0.05555555555555556,0.29268616829854033
monsieur-franchard,Monsieur Franchard,False,MALE,12,71,1628,7,31,0.7692307692307693,0.003703703703703704,0.31938424939965715
