id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
le-maitre,Le Maître,False,MALE,11,118,2048,3,12,1,0,0.5
gilles,Gilles,False,MALE,12,136,2276,3,14,1,0,0.5
isabelle,Isabelle,False,FEMALE,8,65,1593,3,11,1,0,0.5
leandre,Léandre,False,MALE,7,45,974,3,7,1,0,0.5
