id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
myssene,Myssene,False,UNKNOWN,1,11,200,2,2,1,0,0.5773502691896258
briseis,Briseis,False,MALE,1,19,792,2,2,1,0,0.5773502691896258
bysonte,Bysonte,False,MALE,1,10,149,2,2,1,0,0.5773502691896258
