id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
jupiter,Jupiter,False,MALE,8,274,5067,5,14,0.5769230769230769,0.01235827664399093,0.18440813126227865
mercure,Mercure,False,MALE,8,169,4087,5,13,0.5769230769230769,0.01235827664399093,0.18371605880331845
sosie,Sosie,False,MALE,2,51,1222,7,8,0.6,0.06190476190476191,0.2836664233273217
le-trompette,Le Trompette,False,MALE,2,38,987,7,8,0.6,0.06190476190476191,0.2836664233273217
le-guerrier,Le Guerrier,False,MALE,1,21,614,2,2,0.39473684210526316,0.0,0.08095063458423077
alcmene,Alcmène,False,FEMALE,12,417,8727,9,23,0.6818181818181818,0.1326530612244898,0.2734605586832459
amphitryon,Amphitryon,False,MALE,6,107,1606,9,15,0.6818181818181818,0.1331065759637188,0.3006678385794647
l-echo,L'Echo,False,UNKNOWN,2,3,5,5,6,0.4838709677419355,0.006349206349206349,0.1491742634766593
ecclisse,Ecclissé,False,FEMALE,5,52,1319,10,14,0.75,0.20850340136054427,0.3798303186653775
leda,Léda,False,FEMALE,1,60,1329,2,2,0.5172413793103449,0.0,0.09321625486813133
un-escalve,Un Escalve,False,UNKNOWN,1,1,12,3,3,0.45454545454545453,0.0,0.10320646635098799
la-voix-celeste,La Voix Celeste,False,UNKNOWN,4,12,154,10,14,0.75,0.1958049886621315,0.38537262572260506
la-foule,La Foule,False,UNKNOWN,2,6,18,7,9,0.6521739130434783,0.03219954648526077,0.31110263040373337
la-danseuse,La Danseuse,False,UNKNOWN,1,3,40,6,6,0.5769230769230769,0.0,0.2735582015345426
une-danseuse,Une Danseuse,False,UNKNOWN,1,2,20,6,6,0.5769230769230769,0.0,0.2735582015345426
aclmene,Aclmene,False,UNKNOWN,1,1,17,3,3,0.5357142857142857,0.0,0.13690864319275856
