id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
alvare,Alvare,False,FEMALE,3,6,182,3,5,0.5625,0.0,0.1469653844875189
belissaire,Bélissaire,False,FEMALE,26,87,5983,8,36,0.9,0.16666666666666666,0.3908803037106939
leonse,Léonse,False,FEMALE,6,20,771,8,19,0.9,0.16666666666666666,0.3908803037106939
fabrice,Fabrice,False,FEMALE,1,1,5,3,3,0.5625,0.0,0.1469653844875189
camille,Camille,False,FEMALE,4,8,476,2,4,0.5,0.0,0.11601477649898119
theodore,Théodore,False,FEMALE,20,61,3446,7,32,0.8181818181818182,0.09722222222222221,0.36657221548193125
anthonie,Anthonie,False,FEMALE,8,21,691,6,13,0.75,0.0,0.3507219797190605
l-empereur,César,False,MALE,19,51,4196,7,31,0.8181818181818182,0.09722222222222221,0.36657221548193125
narses,Narsès,False,FEMALE,9,14,686,6,23,0.75,0.0,0.3507219797190605
philippe,Philippe,False,FEMALE,10,40,1278,6,20,0.75,0.0,0.3507219797190605
