id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
l-hotesse,L Hotesse,False,UNKNOWN,8,87,1018,5,14,1,0,0.408248290463863
philon,Philon,False,UNKNOWN,6,85,1459,5,10,1,0,0.408248290463863
ferdinand,Ferdinand,False,MALE,7,69,830,5,14,1,0,0.408248290463863
jolival,Jolival,False,MALE,8,112,1649,5,16,1,0,0.408248290463863
lamentin,Lamentin,False,UNKNOWN,6,74,1083,5,12,1,0,0.408248290463863
isaure,Isaure,False,FEMALE,3,19,354,5,8,1,0,0.408248290463863
