id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
monsieur-despres,Monsieur Després,False,MALE,4,33,314,4,9,1.0,0.05555555555555555,0.47922935468618827
madame-minot,Madame Minot,False,FEMALE,4,24,325,4,9,1.0,0.05555555555555555,0.47922935468618827
monsieur-dupont,Monsieur Dupont,False,MALE,3,27,264,4,8,1.0,0.05555555555555555,0.47922935468618827
claude,Claude,False,MALE,1,3,20,3,3,0.8,0.0,0.3943460896352204
monsieur-guarini,Monsieur Guarini,False,MALE,1,7,45,3,3,0.8,0.0,0.3943460896352204
