id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
valere,Valère,False,MALE,9,101,2753,9,27,0.8,0.025757575757575757,0.32702952703547056
elise,Elise,False,FEMALE,9,51,1068,8,24,0.75,0.012121212121212123,0.3014703149694104
cleante,Cléante,False,MALE,14,161,3341,12,35,1.0,0.16262626262626262,0.3754620753633571
harpagon,Harpagon,False,MALE,23,353,6117,12,52,1.0,0.16262626262626262,0.3754620753633571
la-fleche,La Flèche,False,MALE,5,66,1547,4,7,0.6,0.00505050505050505,0.13723352560929433
maitre-simon,Maître Simon,False,MALE,1,5,197,3,3,0.5714285714285714,0.0,0.10848970498425696
frosine,Frosine,False,FEMALE,10,60,2339,7,20,0.7058823529411765,0.020202020202020204,0.26405763542007865
maitre-jacques,Maître Jacques,False,MALE,9,85,1672,10,27,0.8571428571428571,0.046464646464646465,0.348713725636687
la-merluche,La Merluche,False,MALE,2,5,47,6,9,0.6666666666666666,0.0,0.24046621791634984
brindavoine,Brindavoine,False,MALE,2,3,43,6,7,0.6666666666666666,0.0,0.24046621791634984
mariane,Mariane,False,FEMALE,6,31,919,8,20,0.75,0.01666666666666667,0.29636241810478403
commissaire,Commissaire,False,UNKNOWN,3,17,294,5,8,0.631578947368421,0.0,0.19920392104012113
anselme,Anselme,False,MALE,2,20,517,6,9,0.6666666666666666,0.0030303030303030307,0.23480237374530982
