id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
louise,Louise,False,FEMALE,6,41,806,9,23,1,0,0.31622776601683794
stefanie,Stéfanie,False,FEMALE,10,92,2194,9,38,1,0,0.31622776601683794
olivares,Olivares,False,MALE,6,20,212,9,24,1,0,0.31622776601683794
don-sanche,Don Sanche,False,MALE,15,85,2089,9,49,1,0,0.31622776601683794
merlin,Merlin,False,MALE,7,38,975,9,28,1,0,0.31622776601683794
lisette,Lisette,False,UNKNOWN,11,57,1604,9,25,1,0,0.31622776601683794
blanche,Blanche,False,FEMALE,12,62,1348,9,41,1,0,0.31622776601683794
don-cosme,Don Cosme de Vargas,False,MALE,7,66,1108,9,28,1,0,0.31622776601683794
don-blaize,Don Blaize,False,UNKNOWN,9,138,4750,9,38,1,0,0.31622776601683794
ordugno,Ordugno,False,MALE,8,38,154,9,34,1,0,0.31622776601683794
