id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
leandre,Leandre,False,UNKNOWN,1,3,63,1,1,0.1111111111111111,0,4.790370687788131e-06
lucidor,Lucidor,False,UNKNOWN,1,4,290,1,1,0.1111111111111111,0,4.790370687788131e-06
une-dame,Une Dame,False,UNKNOWN,1,2,151,1,1,0.1111111111111111,0,4.790370687788131e-06
une-autre-dame,Une Autre Dame,False,UNKNOWN,1,1,20,1,1,0.1111111111111111,0,4.790370687788131e-06
le-portier,Le Portier,False,UNKNOWN,2,10,466,2,2,0.2222222222222222,0,0.4082482904451263
la-comedienne,La Comedienne,False,UNKNOWN,1,8,684,2,2,0.2222222222222222,0,0.4082482904451263
le-galant,Le Galant,False,UNKNOWN,1,13,173,2,2,0.2222222222222222,0,0.4082482904451263
l-epinai,L Epinai,False,UNKNOWN,1,9,82,2,2,0.2222222222222222,0,0.4082482904451263
deux-filoux,Deux Filoux,False,UNKNOWN,1,1,1,2,2,0.2222222222222222,0,0.4082482904451263
le-filou,Le Filou,False,UNKNOWN,1,7,51,2,2,0.2222222222222222,0,0.4082482904451263
