id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
michau,Michau,False,FEMALE,11,36,999,5,20,0.8571428571428571,0.04444444444444444,0.42323238523798856
antoinette,Antoinette,False,FEMALE,15,45,1402,6,21,1.0,0.17777777777777773,0.4587085836902085
furibon,Furibon,False,FEMALE,8,33,1012,6,16,1.0,0.17777777777777773,0.4587085836902085
patau,Patau,False,FEMALE,4,15,329,4,9,0.75,0.0,0.37139011759776624
françoise,Françoise,False,FEMALE,2,7,118,2,3,0.6,0.0,0.1990142119502876
thibaut,Thibaut,False,FEMALE,4,8,226,4,8,0.75,0.0,0.37139011759776624
furet,Furet,False,FEMALE,1,4,122,3,3,0.6666666666666666,0.0,0.29082524499576995
