id,name,isGroup,gender,numOfScenes,numOfSpeechActs,numOfWords,degree,weightedDegree,closeness,betweenness,eigenvector
ulysse,Ulysse,False,MALE,7,17,2758,9,10,0.8461538461538461,0.7999999999999999,0.5829007920573539
arlangin,Arlangin,False,MALE,1,2,130,3,3,0.5238095238095238,0.0,0.2846092926789011
panarete,Panarete,False,MALE,1,2,134,3,3,0.5238095238095238,0.0,0.2846092926789011
floridan,Floridan,False,MALE,1,2,141,3,3,0.5238095238095238,0.0,0.2846092926789011
pallas,Pallas,False,FEMALE,1,4,517,1,1,0.4782608695652174,0.0,0.14399410753442893
telemaque,Télémaque,False,MALE,4,14,1137,4,6,0.55,0.01818181818181818,0.352746572096551
eumee,Eumée,False,MALE,2,4,745,3,4,0.5238095238095238,0.0,0.3069605624967203
philete,Philète,False,MALE,2,3,509,3,4,0.5238095238095238,0.0,0.30696056249672027
penelope,Pénélope,False,FEMALE,3,18,1537,3,3,0.5789473684210527,0.34545454545454546,0.16401193924972884
laerte,Laerte,False,MALE,1,10,697,1,1,0.3793103448275862,0.0,0.04051618645850397
le-messager,Le Messager,False,UNKNOWN,1,6,311,1,1,0.3793103448275862,0.0,0.04051618645850397
telegon,Télégon,False,MALE,2,5,906,2,3,0.5,0.0,0.2311325555769007
